brand,name,address_street,suburb,city,state,postcode,lat,lng,phone,email,website,rating,review_count,opening_hours,location_type,google_place_id,maps_url,svi_search_volume,svi_cpc,svi_competition,svi_period,pop_sa2_name,pop_year,pop_population,pop_change,pop_growth_pct
Hungry Jacks,Hungry Jack's Burgers Smithfield Sydney,16 Smithfield Rd,SMITHFIELD,SYDNEY,NSW,2164,-33.8510282,150.9433366,+61 2 8107 4854,,https://www.hungryjacks.com.au/find-us/smithfield-nsw,3.0,1401,Mon: 06:00 - 23:00 (DT: 06:00 - 00:00); Tue: 06:00 - 23:00 (DT: 06:00 - 00:00); Wed: 06:00 - 23:00 (DT: 06:00 - 00:00); Thu: 06:00 - 23:00 (DT: 06:00 - 00:00); Fri: 06:00 - 23:00 (DT: 06:00 - 00:00); Sat: 06:00 - 23:00 (DT: 06:00 - 00:00); Sun: 06:00 - 23:00 (DT: 06:00 - 00:00),brick_and_mortar,0x6b1297da951349e5:0x55cc9ba2e081e4a2,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Smithfield+Sydney/data=!4m7!3m6!1s0x6b1297da951349e5:0x55cc9ba2e081e4a2!8m2!3d-33.8510282!4d150.9433366!16s%2Fg%2F1tr8lqqs!19sChIJ5UkTldqXEmsRouSB4KKbzFU?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Grafton,"1-27 Pacific Highway Cnr Lolanthe &, Spring St",SOUTH GRAFTON,Glen InnesLAMBTON,NSW,2460,-29.7066835,152.9427720,+61 2 6669 1716,,https://www.hungryjacks.com.au/find-us/grafton,3.2,939,Mon: 06:00 - 22:00 (DT: 06:00 - 22:00); Tue: 06:00 - 22:00 (DT: 06:00 - 22:00); Wed: 06:00 - 22:00 (DT: 06:00 - 22:00); Thu: 06:00 - 22:00 (DT: 06:00 - 22:00); Fri: 06:00 - 22:00 (DT: 06:00 - 22:00); Sat: 06:00 - 22:00 (DT: 06:00 - 22:00); Sun: 06:00 - 22:00 (DT: 06:00 - 22:00),brick_and_mortar,0x6b9bdc14c03f279d:0x2ada34fe7962b915,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Grafton/data=!4m7!3m6!1s0x6b9bdc14c03f279d:0x2ada34fe7962b915!8m2!3d-29.7066835!4d152.942772!16s%2Fg%2F11b7c2p487!19sChIJnSc_wBTcm2sRFblief402io?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Gundagai,99 Mount St,SOUTH GUNDAGAI,GALONG,NSW,2722,-35.0823936,148.0946044,+61 2 6944 3422,,,3.6,1390,,brick_and_mortar,0x6b183e82e27db559:0x9c56947b8b9b2441,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Gundagai/data=!4m7!3m6!1s0x6b183e82e27db559:0x9c56947b8b9b2441!8m2!3d-35.0823936!4d148.0946044!16s%2Fg%2F11cfhb1hs!19sChIJWbV94oI-GGsRQSSbi3uUVpw?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Launceston,1-5 Shamrock St,SOUTH LAUNCESTON,ELIZABETH BAY,NSW,7249,-41.4534470,147.1431609,+61 3 6338 9846,,https://www.hungryjacks.com.au/find-us/launceston,3.7,1301,Mon: 06:00 - 00:00 (DT: 06:00 - 00:00); Tue: 06:00 - 00:00 (DT: 06:00 - 00:00); Wed: 06:00 - 00:00 (DT: 06:00 - 00:00); Thu: 06:00 - 00:00 (DT: 06:00 - 00:00); Fri: 06:00 - 00:00 (DT: 06:00 - 05:00); Sat: 06:00 - 00:00 (DT: 05:00 - 05:00); Sun: 06:00 - 00:00 (DT: 05:00 - 00:00),brick_and_mortar,0xaa70a6ca99579f05:0x8810c623bc78a6ce,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Launceston/data=!4m7!3m6!1s0xaa70a6ca99579f05:0x8810c623bc78a6ce!8m2!3d-41.453447!4d147.1431609!16s%2Fg%2F1tfwr66y!19sChIJBZ9XmcqmcKoRzqZ4vCPGEIg?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers South Nowra,190-198 Princes Hwy,SOUTH NOWRA,AUSTRALIA SQUARE,NSW,2541,-34.9150605,150.6043896,+61 2 4409 2909,,https://www.hungryjacks.com.au/find-us/south-nowra,3.5,1548,Mon: 06:00 - 22:00 (DT: 06:00 - 22:00); Tue: 06:00 - 22:00 (DT: 06:00 - 23:00); Wed: 06:00 - 22:00 (DT: 06:00 - 23:00); Thu: 06:00 - 22:00 (DT: 06:00 - 23:00); Fri: 06:00 - 23:00 (DT: 06:00 - 00:00); Sat: 06:00 - 23:00 (DT: 06:00 - 00:00); Sun: 06:00 - 22:00 (DT: 06:00 - 23:00),brick_and_mortar,0x6b1480f4ad249dd7:0x7560ff5af0d9fa39,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+South+Nowra/data=!4m7!3m6!1s0x6b1480f4ad249dd7:0x7560ff5af0d9fa39!8m2!3d-34.9150605!4d150.6043896!16s%2Fg%2F11cks24b2m!19sChIJ150krfSAFGsROfrZ8Fr_YHU?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Southport,34 Ferry Rd,SOUTHPORT,HASTINGS POINT,NSW,4215,-27.9750172,153.4109795,+61 7 5531 2388,,https://www.hungryjacks.com.au/find-us/southport,3.4,1102,Mon: 05:00 - 00:00 (DT: 05:00 - 05:00); Tue: 05:00 - 00:00 (DT: 05:00 - 05:00); Wed: 05:00 - 00:00 (DT: 05:00 - 05:00); Thu: 05:00 - 00:00 (DT: 05:00 - 05:00); Fri: 05:00 - 05:00 (DT: 05:00 - 05:00); Sat: 05:00 - 05:00 (DT: 05:00 - 05:00); Sun: 05:00 - 00:00 (DT: 05:00 - 05:00),brick_and_mortar,0x6b910ff434e1f3df:0xa38dad8f0df8e7e1,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Southport/data=!4m7!3m6!1s0x6b910ff434e1f3df:0xa38dad8f0df8e7e1!8m2!3d-27.9750172!4d153.4109795!16s%2Fg%2F11cnl8l2tp!19sChIJ3_PhNPQPkWsR4ef4DY-tjaM?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Toowoomba South,797 Ruthven St,SOUTH TOOWOOMBA,ACACIA CREEK,NSW,4250,-27.5842198,151.9488682,+61 7 4602 9936,,https://www.hungryjacks.com.au/find-us/toowoomba-south,3.3,1688,Mon: 05:00 - 23:00 (DT: 05:00 - 05:00); Tue: 05:00 - 23:00 (DT: 05:00 - 05:00); Wed: 05:00 - 23:00 (DT: 05:00 - 05:00); Thu: 05:00 - 23:00 (DT: 05:00 - 05:00); Fri: 05:00 - 23:00 (DT: 05:00 - 05:00); Sat: 05:00 - 23:00 (DT: 05:00 - 05:00); Sun: 05:00 - 23:00 (DT: 05:00 - 05:00),brick_and_mortar,0x6b965b88d7d94975:0x661103ee67f2c005,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Toowoomba+South/data=!4m7!3m6!1s0x6b965b88d7d94975:0x661103ee67f2c005!8m2!3d-27.5842198!4d151.9488682!16s%2Fg%2F1tmkl4b9!19sChIJdUnZ14hblmsRBcDyZ-4DEWY?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Wentworthville,343-347 Great Western Hwy,SOUTH WENTWORTHVILLE,SYDNEY,NSW,2145,-33.8157934,150.9688494,+61 2 7803 0943,,https://www.hungryjacks.com.au/find-us/wentworthville,3.6,2372,Mon: 05:00 - 05:00 (DT: 05:00 - 05:00); Tue: 05:00 - 05:00 (DT: 05:00 - 05:00); Wed: 05:00 - 05:00 (DT: 05:00 - 05:00); Thu: 05:00 - 05:00 (DT: 05:00 - 05:00); Fri: 05:00 - 05:00 (DT: 05:00 - 05:00); Sat: 05:00 - 05:00 (DT: 05:00 - 05:00); Sun: 05:00 - 05:00 (DT: 05:00 - 05:00),brick_and_mortar,0x6b126fa1fce674f3:0x9d5d5a08e2c7ec48,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Wentworthville/data=!4m7!3m6!1s0x6b126fa1fce674f3:0x9d5d5a08e2c7ec48!8m2!3d-33.8157934!4d150.9688494!16s%2Fg%2F11cfc8ktk!19sChIJ83Tm_KFvEmsRSOzH4ghaXZ0?authuser=0&hl=en&rclk=1,,,,,South Wentworthville,2024,7637,70,0.93
Hungry Jacks,Hungry Jack's Burgers Bligh Park,752 George St,SOUTH WINDSOR,ROYAL EXCHANGE,NSW,2756,-33.6408718,150.7859544,+61 2 4502 8450,,https://www.hungryjacks.com.au/find-us/bligh-park,3.2,393,Mon: 06:00 - 22:00 (DT: 06:00 - 00:00); Tue: 06:00 - 22:00 (DT: 06:00 - 00:00); Wed: 06:00 - 22:00 (DT: 06:00 - 00:00); Thu: 06:00 - 22:00 (DT: 06:00 - 00:00); Fri: 06:00 - 22:00 (DT: 06:00 - 00:00); Sat: 06:00 - 22:00 (DT: 06:00 - 00:00); Sun: 06:00 - 22:00 (DT: 06:00 - 00:00),brick_and_mortar,0x6b129dabc66171b9:0x497b30a97702d240,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Bligh+Park/data=!4m7!3m6!1s0x6b129dabc66171b9:0x497b30a97702d240!8m2!3d-33.6408718!4d150.7859544!16s%2Fg%2F11ll1_xcs1!19sChIJuXFhxqudEmsRQNICd6kwe0k?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Springfield,15 Commercial Dr,SPRINGFIELD,HASTINGS POINT,NSW,4300,-27.6544658,152.9182889,+61 7 3454 2985,,https://www.hungryjacks.com.au/find-us/springfield,3.1,424,Mon: 06:00 - 22:00 (DT: 06:00 - 23:00); Tue: 06:00 - 22:00 (DT: 06:00 - 23:00); Wed: 06:00 - 22:00 (DT: 06:00 - 23:00); Thu: 06:00 - 22:00 (DT: 06:00 - 23:00); Fri: 06:00 - 22:00 (DT: 06:00 - 23:00); Sat: 06:00 - 22:00 (DT: 06:00 - 23:00); Sun: 06:00 - 22:00 (DT: 06:00 - 23:00),brick_and_mortar,0x6b914bc0bb0ea023:0x4f0ff245e664f7f5,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Springfield/data=!4m7!3m6!1s0x6b914bc0bb0ea023:0x4f0ff245e664f7f5!8m2!3d-27.6544658!4d152.9182889!16s%2Fg%2F11h5p1tsth!19sChIJI6AOu8BLkWsR9fdk5kXyD08?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Springwood,3386 Pacific Hwy,SPRINGWOOD,HASTINGS POINT,NSW,4127,-27.6220349,153.1280493,+61 7 3445 6872,,https://www.hungryjacks.com.au/find-us/springwood,3.3,1358,Mon: 06:00 - 22:00 (DT: 05:00 - 05:00); Tue: 06:00 - 22:00 (DT: 05:00 - 05:00); Wed: 06:00 - 22:00 (DT: 05:00 - 05:00); Thu: 06:00 - 22:00 (DT: 05:00 - 05:00); Fri: 06:00 - 22:00 (DT: 05:00 - 05:00); Sat: 06:00 - 22:00 (DT: 05:00 - 05:00); Sun: 06:00 - 22:00 (DT: 05:00 - 05:00),brick_and_mortar,0x6b914399406553ad:0xad02dff2cf22210b,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Springwood/data=!4m7!3m6!1s0x6b914399406553ad:0xad02dff2cf22210b!8m2!3d-27.6220349!4d153.1280493!16s%2Fg%2F1trrdcc0!19sChIJrVNlQJlDkWsRCyEiz_LfAq0?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers St Marys,"115 Mamre Road &, Ainsbury Rd",ST MARYS,ROYAL EXCHANGE,NSW,2760,-33.7816571,150.7711426,+61 2 9673 0500,,https://www.hungryjacks.com.au/find-us/st-marys,3.7,854,Mon: 05:00 - 05:00 (DT: 05:00 - 05:00); Tue: 05:00 - 05:00 (DT: 05:00 - 05:00); Wed: 05:00 - 05:00 (DT: 05:00 - 05:00); Thu: 05:00 - 05:00 (DT: 05:00 - 05:00); Fri: 05:00 - 05:00 (DT: 05:00 - 05:00); Sat: 05:00 - 05:00 (DT: 05:00 - 05:00); Sun: 05:00 - 05:00 (DT: 05:00 - 05:00),brick_and_mortar,0x6b12900172096321:0xd6950408e70723d9,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+St+Marys/data=!4m7!3m6!1s0x6b12900172096321:0xd6950408e70723d9!8m2!3d-33.7816571!4d150.7711426!16s%2Fg%2F1tdxw53f!19sChIJIWMJcgGQEmsR2SMH5wgEldY?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers St Peters,400 Princes Hwy,ST PETERS,SYDNEY,NSW,2044,-33.9179908,151.1714150,+61 2 9171 5604,,https://www.hungryjacks.com.au/find-us/st-peters,3.6,2280,Mon: 05:00 - 23:00 (DT: 05:00 - 05:00); Tue: 05:00 - 23:00 (DT: 05:00 - 05:00); Wed: 05:00 - 23:00 (DT: 05:00 - 05:00); Thu: 05:00 - 23:00 (DT: 05:00 - 05:00); Fri: 05:00 - 00:00 (DT: 05:00 - 05:00); Sat: 05:00 - 00:00 (DT: 05:00 - 05:00); Sun: 05:00 - 23:00 (DT: 05:00 - 05:00),brick_and_mortar,0x6b12b05904d9b75d:0xd221d7c95656422a,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+St+Peters/data=!4m7!3m6!1s0x6b12b05904d9b75d:0xd221d7c95656422a!8m2!3d-33.9179908!4d151.171415!16s%2Fg%2F1td_hdgj!19sChIJXbfZBFmwEmsRKkJWVsnXIdI?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Alice Springs,45 Stuart Hwy,STUART,ALICE,NSW,0870,-23.6934681,133.8796571,+61 8 8914 7974,,https://www.hungryjacks.com.au/find-us/alice-springs,3.4,446,Mon: 06:00 - 21:00 (DT: 06:00 - 23:00); Tue: 06:00 - 21:00 (DT: 06:00 - 23:00); Wed: 06:00 - 21:00 (DT: 06:00 - 23:00); Thu: 06:00 - 21:00 (DT: 06:00 - 23:00); Fri: 06:00 - 21:00 (DT: 06:00 - 23:00); Sat: 06:00 - 21:00 (DT: 06:00 - 23:00); Sun: 06:00 - 21:00 (DT: 06:00 - 23:00),brick_and_mortar,0x2b32194700ac43e3:0x1e400f5672685162,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Alice+Springs/data=!4m7!3m6!1s0x2b32194700ac43e3:0x1e400f5672685162!8m2!3d-23.6934681!4d133.8796571!16s%2Fg%2F1tf8hs_2!19sChIJ40OsAEcZMisRYlFoclYPQB4?authuser=0&hl=en&rclk=1,110000,1.59,LOW,2026-05-01,,,,,
Hungry Jacks,Hungry Jack's Burgers Surfers Paradise,Shop #40/8 Cavill Ave,SURFERS PARADISE,HASTINGS POINT,NSW,4217,-28.0024130,153.4306564,+61 7 5683 0921,,https://www.hungryjacks.com.au/find-us/cavill-ave,3.2,928,Mon: 05:00 - 05:00; Tue: 05:00 - 05:00; Wed: 05:00 - 05:00; Thu: 05:00 - 05:00; Fri: 05:00 - 05:00; Sat: 05:00 - 05:00; Sun: 05:00 - 05:00,brick_and_mortar,0x6b910572958837ff:0x59ada855df6596d1,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Surfers+Paradise/data=!4m7!3m6!1s0x6b910572958837ff:0x59ada855df6596d1!8m2!3d-28.002413!4d153.4306564!16s%2Fg%2F1tgw55w2!19sChIJ_zeIlXIFkWsR0ZZl31WorVk?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Darlinghurst,49 Oxford St,SURRY HILLS,SYDNEY,NSW,2010,-33.8781014,151.2133861,+61 2 8029 0737,,https://www.hungryjacks.com.au/find-us/darlinghurst,3.6,1049,Mon: 07:00 - 02:00; Tue: 07:00 - 02:00; Wed: 07:00 - 02:00; Thu: 07:00 - 02:00; Fri: 07:00 - 02:00; Sat: 07:00 - 02:00; Sun: 07:00 - 02:00,brick_and_mortar,0x6b12ae1705d395fd:0xfde70afbbe40c263,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Darlinghurst/data=!4m7!3m6!1s0x6b12ae1705d395fd:0xfde70afbbe40c263!8m2!3d-33.8781014!4d151.2133861!16s%2Fg%2F1thvsvwz!19sChIJ_ZXTBReuEmsRY8JAvvsK5_0?authuser=0&hl=en&rclk=1,,,,,Surry Hills,2024,17122,279,1.66
Hungry Jacks,Hungry Jack's Burgers Swan Hill,148-150 Curlewis St,SWAN HILL,KORALEIGH,NSW,3585,-35.3422887,143.5616938,+61 3 4026 7825,,,3.4,82,Mon: 06:00 - 22:00 (DT: 06:00 - 22:00); Tue: 06:00 - 22:00 (DT: 06:00 - 23:00); Wed: 06:00 - 22:00 (DT: 06:00 - 23:00); Thu: 06:00 - 22:00 (DT: 06:00 - 23:00); Fri: 06:00 - 22:00 (DT: 06:00 - 23:00); Sat: 06:00 - 22:00 (DT: 06:00 - 23:00); Sun: 06:00 - 22:00 (DT: 06:00 - 22:00),brick_and_mortar,0x6adb85b094b717c3:0xba140655e0f58e90,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Swan+Hill/data=!4m7!3m6!1s0x6adb85b094b717c3:0xba140655e0f58e90!8m2!3d-35.3422887!4d143.5616938!16s%2Fg%2F11xlx8vlhb!19sChIJwxe3lLCF22oRkI714FUGFLo?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Pitt & Park,"Shop RG32A, Ground Floor, Pitt &, Park St",SYDNEY,SYDNEY,NSW,2000,-33.8729215,151.2078515,+61 2 8029 0736,,https://www.hungryjacks.com.au/find-us/pitt-park,3.6,2177,Mon: 05:00 - 05:00; Tue: 05:00 - 05:00; Wed: 05:00 - 05:00; Thu: 05:00 - 05:00; Fri: 05:00 - 05:00; Sat: 05:00 - 05:00; Sun: 05:00 - 05:00,brick_and_mortar,0x6b12ae3e6efed679:0x7348b0b8d06e8f4a,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Pitt+%26+Park/data=!4m7!3m6!1s0x6b12ae3e6efed679:0x7348b0b8d06e8f4a!8m2!3d-33.8729215!4d151.2078515!16s%2Fg%2F11cffg80l!19sChIJedb-bj6uEmsRSo9u0LiwSHM?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers World Square,"World Square Shopping Centre, 644 George St",SYDNEY,SYDNEY,NSW,2000,-33.8775685,151.2061607,+61 2 8349 4747,,https://www.hungryjacks.com.au/find-us/world-square,2.6,139,Mon: 05:00 - 05:00; Tue: 05:00 - 05:00; Wed: 05:00 - 05:00; Thu: 05:00 - 05:00; Fri: 05:00 - 05:00; Sat: 05:00 - 05:00; Sun: 05:00 - 05:00,brick_and_mortar,0x6b12af0f162032df:0x19b462e087f47477,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+World+Square/data=!4m7!3m6!1s0x6b12af0f162032df:0x19b462e087f47477!8m2!3d-33.8775685!4d151.2061607!16s%2Fg%2F11wmt9wsz8!19sChIJ3zIgFg-vEmsRd3T0h-BitBk?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers 505 George Street,505 George St,SYDNEY,SYDNEY,NSW,2000,-33.8750659,151.2062503,+61 2 8029 0742,,https://www.hungryjacks.com.au/find-us/505-george-street,3.7,1830,Mon: 05:00 - 05:00; Tue: 05:00 - 05:00; Wed: 05:00 - 05:00; Thu: 05:00 - 05:00; Fri: 05:00 - 05:00; Sat: 05:00 - 05:00; Sun: 05:00 - 05:00,brick_and_mortar,0x6b12ae3c5d0d8685:0xdb3f6469a539dabc,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+505+George+Street/data=!4m7!3m6!1s0x6b12ae3c5d0d8685:0xdb3f6469a539dabc!8m2!3d-33.8750659!4d151.2062503!16s%2Fg%2F11hbthks22!19sChIJhYYNXTyuEmsRvNo5pWlkP9s?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Circular Quay,E1 Alfred St,SYDNEY,SYDNEY,NSW,2000,-33.8612785,151.2109985,+61 2 9184 7996,,http://www.hungryjacks.com.au/,3.4,1478,Mon: 06:00 - 23:30; Tue: 06:00 - 23:30; Wed: 06:00 - 23:30; Thu: 06:00 - 23:30; Fri: 06:00 - 02:00; Sat: 06:00 - 04:00; Sun: 06:00 - 23:30,brick_and_mortar,0x6b12ae3e6efed679:0x6385dbf3e76c3c40,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Circular+Quay/data=!4m7!3m6!1s0x6b12ae3e6efed679:0x6385dbf3e76c3c40!8m2!3d-33.8612785!4d151.2109985!16s%2Fg%2F12hnwpmyr!19sChIJedb-bj6uEmsRQDxs5_PbhWM?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Wynyard Station,GO3/G04/301 George St,SYDNEY,GROSVENOR PLACE,NSW,2000,-33.8658333,151.2069444,+61 2 9262 5025,,http://www.hungryjacks.com.au/,3.2,141,Mon: 06:00 - 23:00; Tue: 06:00 - 23:00; Wed: 06:00 - 23:00; Thu: 06:00 - 23:00; Fri: 06:00 - 23:00; Sat: 06:00 - 23:00; Sun: 06:00 - 23:00,brick_and_mortar,0x6b12ae3e6efed679:0x5ab910691b403bbb,https://www.google.com/maps/place/Hungry+Jack%27s+Wynyard+Station/data=!4m7!3m6!1s0x6b12ae3e6efed679:0x5ab910691b403bbb!8m2!3d-33.8658333!4d151.2069444!16s%2Fg%2F1trxkfdx!19sChIJedb-bj6uEmsRuztAG2kQuVo?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Century,640 George St,SYDNEY,CENTENNIAL PARK,NSW,2000,-33.8762941,151.2063887,+61 2 9267 4991,,http://www.hungryjacks.com.au/,3.3,3,Mon: 05:00 - 05:00; Tue: 05:00 - 05:00; Wed: 05:00 - 05:00; Thu: 05:00 - 05:00; Fri: 05:00 - 05:00; Sat: 05:00 - 05:00; Sun: 05:00 - 05:00,brick_and_mortar,0x6b12ae3e6efed679:0x3235ea3dbdde173f,https://www.google.com/maps/place/Hungry+Jack%27s+Century/data=!4m7!3m6!1s0x6b12ae3e6efed679:0x3235ea3dbdde173f!8m2!3d-33.8762941!4d151.2063887!16s%2Fg%2F12lw86mgb!19sChIJedb-bj6uEmsRPxfevT3qNTI?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Tamworth,561 Peel St,TAMWORTH,KOOTINGAL,NSW,2340,-31.0988281,150.9361282,+61 2 6702 0356,,https://www.hungryjacks.com.au/find-us/tamworth,3.3,830,Mon: 06:00 - 23:00 (DT: 06:00 - 23:00); Tue: 06:00 - 23:00 (DT: 06:00 - 23:00); Wed: 06:00 - 23:00 (DT: 06:00 - 23:00); Thu: 06:00 - 23:00 (DT: 06:00 - 23:00); Fri: 06:00 - 23:00 (DT: 06:00 - 23:00); Sat: 06:00 - 23:00 (DT: 06:00 - 23:00); Sun: 06:00 - 23:00 (DT: 06:00 - 23:00),brick_and_mortar,0x6b0a98c9f07f66a9:0xb2b59642fd4b70fa,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Tamworth/data=!4m7!3m6!1s0x6b0a98c9f07f66a9:0xb2b59642fd4b70fa!8m2!3d-31.0988281!4d150.9361282!16s%2Fg%2F11cfj1tyz!19sChIJqWZ_8MmYCmsR-nBL_UKWtbI?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Taringa,14 Morrow St,TARINGA,HASTINGS POINT,NSW,4068,-27.4922374,152.9827449,+61 7 3548 2978,,https://www.hungryjacks.com.au/find-us/taringa,3.7,1616,Mon: 06:00 - 23:00 (DT: 05:00 - 05:00); Tue: 06:00 - 23:00 (DT: 05:00 - 05:00); Wed: 06:00 - 23:00 (DT: 05:00 - 05:00); Thu: 06:00 - 23:00 (DT: 05:00 - 05:00); Fri: 06:00 - 23:00 (DT: 05:00 - 05:00); Sat: 06:00 - 23:00 (DT: 05:00 - 05:00); Sun: 06:00 - 23:00 (DT: 05:00 - 05:00),brick_and_mortar,0x6b9150f126895c9d:0x7efb826611f2b37f,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Taringa/data=!4m7!3m6!1s0x6b9150f126895c9d:0x7efb826611f2b37f!8m2!3d-27.4922374!4d152.9827449!16s%2Fg%2F1tkbyd1h!19sChIJnVyJJvFQkWsRf7PyEWaC-34?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Tighes Hill,110 Elizabeth St,TIGHES HILL,ROYAL EXCHANGE,NSW,2297,-32.9061412,151.7592611,+61 2 4086 4744,,https://www.hungryjacks.com.au/home,3.0,239,Mon: 06:00 - 23:00 (DT: 05:00 - 05:00); Tue: 06:00 - 23:00 (DT: 05:00 - 05:00); Wed: 06:00 - 23:00 (DT: 05:00 - 05:00); Thu: 06:00 - 23:00 (DT: 05:00 - 05:00); Fri: 06:00 - 23:00 (DT: 05:00 - 05:00); Sat: 06:00 - 23:00 (DT: 05:00 - 05:00); Sun: 06:00 - 23:00 (DT: 05:00 - 05:00),brick_and_mortar,0x6b7315b9c0bb36c9:0x31d411552a4b9010,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Tighes+Hill/data=!4m7!3m6!1s0x6b7315b9c0bb36c9:0x31d411552a4b9010!8m2!3d-32.9061412!4d151.7592611!16s%2Fg%2F11l244txt5!19sChIJyTa7wLkVc2sREJBLKlUR1DE?authuser=0&hl=en&rclk=1,,,,,,,,,
Hungry Jacks,Hungry Jack's Burgers Tuggerah,10-12 Anzac Rd,TUGGERAH,ROYAL EXCHANGE,NSW,2259,-33.3073158,151.4180721,+61 2 4307 7920,,https://www.hungryjacks.com.au/find-us/tuggerah,3.5,1028,Mon: 05:00 - 22:30 (DT: 05:00 - 23:00); Tue: 05:00 - 22:30 (DT: 05:00 - 23:00); Wed: 05:00 - 22:30 (DT: 05:00 - 23:00); Thu: 05:00 - 22:30 (DT: 05:00 - 23:00); Fri: 05:00 - 22:30 (DT: 05:00 - 00:00); Sat: 05:00 - 22:30 (DT: 05:00 - 00:00); Sun: 05:00 - 22:30 (DT: 05:00 - 23:00),brick_and_mortar,0x6b72cddfbddb3975:0x25accbe5d3d972da,https://www.google.com/maps/place/Hungry+Jack%27s+Burgers+Tuggerah/data=!4m7!3m6!1s0x6b72cddfbddb3975:0x25accbe5d3d972da!8m2!3d-33.3073158!4d151.4180721!16s%2Fg%2F1tds6w3v!19sChIJdTnbvd_NcmsR2nLZ0-XLrCU?authuser=0&hl=en&rclk=1,,,,,,,,,
